IDborrower,IDlender,getID,IsExpired,GetLinkedAgentID,getType,Initial Borrower,Initial Lender,Linked Borrower (IB Market),Linked Lender (IB Market),IB Deposit Rate Linked Agent,IB Loan Rate Linked Agent
0,33,80,0,0,2,,33,,,,
0,33,80,1,0,2,,33,,,,
0,33,80,1,0,2,,33,,,,
31,0,68,0,0,1,31,,,,,
31,0,68,1,0,1,31,,,,,
31,0,68,1,0,1,31,,,,,
0,34,81,0,0,2,,34,,,,
0,34,81,0,0,21,,,,,,
0,34,81,1,0,21,,,,,,
0,34,81,1,0,21,,,,,,
0,34,81,1,0,21,,,,,,
0,34,81,1,0,21,,,,,,
0,35,82,0,0,2,,35,,,,
0,35,82,0,0,21,,,,,,
0,35,82,1,0,21,,,,,,
0,35,82,1,0,21,,,,,,
0,35,82,1,0,21,,,,,,
0,35,82,1,0,21,,,,,,
32,0,69,0,0,1,32,,,,,
0,27,83,0,0,2,,27,,,,
0,27,83,0,0,21,,,,,,
0,27,83,1,0,21,,,,,,
0,27,83,1,0,21,,,,,,
0,27,83,1,0,21,,,,,,
0,27,83,1,0,21,,,,,,
0,30,84,0,0,2,,30,,,,
0,30,84,0,0,21,,,,,,
0,30,84,1,0,21,,,,,,
0,30,84,1,0,21,,,,,,
0,30,84,1,0,21,,,,,,
0,30,84,1,0,21,,,,,,
0,34,85,0,0,2,,34,,,,
0,34,85,0,0,21,,,,,,
0,34,85,1,0,21,,,,,,
0,34,85,1,0,21,,,,,,
0,34,85,1,0,21,,,,,,
0,34,85,1,0,21,,,,,,
35,0,70,0,0,1,35,,,,,
35,0,70,0,0,11,35,,0,,0,
35,0,70,1,0,11,35,,0,,0,
35,0,70,1,0,11,35,,0,,0,
0,28,86,0,0,2,,28,,,,
0,28,86,0,0,21,,,,,,
0,28,86,1,0,21,,,,,,
0,28,86,1,0,21,,,,,,
0,28,86,1,0,21,,,,,,
0,28,86,1,0,21,,,,,,
0,35,87,0,0,2,,35,,,,
0,35,87,0,0,21,,,,,,
0,35,87,1,0,21,,,,,,
0,35,87,1,0,21,,,,,,
0,35,87,1,0,21,,,,,,
0,35,87,1,0,21,,,,,,
0,35,88,0,0,2,,35,,,,
0,35,88,0,0,21,,,,,,
0,35,88,1,0,21,,,,,,
0,35,88,1,0,21,,,,,,
0,35,88,1,0,21,,,,,,
0,35,88,1,0,21,,,,,,
0,32,89,0,0,2,,32,,,,
0,32,89,0,0,21,,,,,,
0,32,89,1,0,21,,,,,,
0,32,89,1,0,21,,,,,,
0,32,89,1,0,21,,,,,,
0,32,89,1,0,21,,,,,,
0,32,90,0,0,2,,32,,,,
0,32,90,0,0,21,,,,,,
0,32,90,1,0,21,,,,,,
0,32,90,1,0,21,,,,,,
0,32,90,1,0,21,,,,,,
0,32,90,1,0,21,,,,,,
0,32,91,0,0,2,,32,,,,
0,32,91,0,0,21,,,,,,
0,32,91,1,0,21,,,,,,
0,32,91,1,0,21,,,,,,
0,32,91,1,0,21,,,,,,
0,32,91,1,0,21,,,,,,
0,27,92,0,0,2,,27,,,,
0,27,92,0,0,21,,,,,,
0,27,92,1,0,21,,,,,,
0,27,92,1,0,21,,,,,,
0,27,92,1,0,21,,,,,,
0,27,92,1,0,21,,,,,,
34,0,71,0,0,1,34,,,,,
34,0,71,0,0,11,34,,0,,0,
34,0,71,1,0,11,34,,0,,0,
34,0,71,1,0,11,34,,0,,0,
27,0,72,0,0,1,27,,,,,
27,0,72,1,0,1,27,,,,,
27,0,72,1,0,1,27,,,,,
0,30,93,0,0,2,,30,,,,
0,30,93,0,0,21,,,,,,
0,30,93,1,0,21,,,,,,
